source,time,latitude,longitude,depth_km,magnitude,station_id,parameter,value
gps,2005-03-22 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.046791
gps,2005-03-22 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.421072
gps,2005-03-22 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.459522
gps,2005-03-22 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549594
gps,2005-03-22 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.616096
gps,2005-03-22 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.725276
gps,2005-03-22 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.842102
gps,2005-03-22 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.021241
gps,2005-03-22 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.378119
solar,2005-03-22 00:00:00.000,,,,,,f107_observed,87.3
solar,2005-03-22 00:00:00.000,,,,,,sunspot_number,45.0
tidal_ephemeris,2005-03-22 00:00:00.000,,,,,,tidal_potential,-1.11424
tidal_ephemeris,2005-03-22 00:00:00.000,,,,,,lunar_phase,0.38869
seismic,2005-03-22 08:11:50.510,31.836,-88.06,5.0,3.3,,,
geomagnetic,2005-03-23 00:00:00.000,,,,,,ap,4.0
geomagnetic,2005-03-23 00:00:00.000,,,,,,kp,0.916625
gps,2005-03-23 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.047436
gps,2005-03-23 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.419951
gps,2005-03-23 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.456158
gps,2005-03-23 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549055
gps,2005-03-23 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.616338
gps,2005-03-23 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.722612
gps,2005-03-23 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.838106
gps,2005-03-23 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.013934
gps,2005-03-23 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.370751
solar,2005-03-23 00:00:00.000,,,,,,f107_observed,87.7
solar,2005-03-23 00:00:00.000,,,,,,sunspot_number,52.0
tidal_ephemeris,2005-03-23 00:00:00.000,,,,,,tidal_potential,-0.9736
tidal_ephemeris,2005-03-23 00:00:00.000,,,,,,lunar_phase,0.41886
geomagnetic,2005-03-24 00:00:00.000,,,,,,ap,5.0
geomagnetic,2005-03-24 00:00:00.000,,,,,,kp,1.125125
gps,2005-03-24 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.046802
gps,2005-03-24 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.419834
gps,2005-03-24 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.45721
gps,2005-03-24 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549171
gps,2005-03-24 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.615309
gps,2005-03-24 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.724054
gps,2005-03-24 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.838569
gps,2005-03-24 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.013166
gps,2005-03-24 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.377975
solar,2005-03-24 00:00:00.000,,,,,,f107_observed,87.1
solar,2005-03-24 00:00:00.000,,,,,,sunspot_number,66.0
tidal_ephemeris,2005-03-24 00:00:00.000,,,,,,tidal_potential,-0.79399
tidal_ephemeris,2005-03-24 00:00:00.000,,,,,,lunar_phase,0.44802
seismic,2005-03-24 03:25:42.400,36.5141667,-89.5416667,6.23,1.7,,,
geomagnetic,2005-03-25 00:00:00.000,,,,,,ap,20.0
geomagnetic,2005-03-25 00:00:00.000,,,,,,kp,3.3335
gps,2005-03-25 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.04702
gps,2005-03-25 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.419326
gps,2005-03-25 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.45786
gps,2005-03-25 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.550759
gps,2005-03-25 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.616716
gps,2005-03-25 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.725253
gps,2005-03-25 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.839616
gps,2005-03-25 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.015629
gps,2005-03-25 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.377208
solar,2005-03-25 00:00:00.000,,,,,,f107_observed,82.1
solar,2005-03-25 00:00:00.000,,,,,,sunspot_number,55.0
tidal_ephemeris,2005-03-25 00:00:00.000,,,,,,tidal_potential,-0.58674
tidal_ephemeris,2005-03-25 00:00:00.000,,,,,,lunar_phase,0.47666
seismic,2005-03-25 00:48:36.800,36.5003333,-89.5501667,7.91,1.6,,,
geomagnetic,2005-03-26 00:00:00.000,,,,,,ap,16.0
geomagnetic,2005-03-26 00:00:00.000,,,,,,kp,3.0001249999999997
gps,2005-03-26 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.048602
gps,2005-03-26 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.41829
gps,2005-03-26 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.457707
gps,2005-03-26 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.548076
gps,2005-03-26 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.615016
gps,2005-03-26 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.722044
gps,2005-03-26 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.828741
gps,2005-03-26 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.008905
gps,2005-03-26 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.376773
solar,2005-03-26 00:00:00.000,,,,,,f107_observed,77.7
solar,2005-03-26 00:00:00.000,,,,,,sunspot_number,42.0
tidal_ephemeris,2005-03-26 00:00:00.000,,,,,,tidal_potential,-0.3638
tidal_ephemeris,2005-03-26 00:00:00.000,,,,,,lunar_phase,0.50538
geomagnetic,2005-03-27 00:00:00.000,,,,,,ap,14.0
geomagnetic,2005-03-27 00:00:00.000,,,,,,kp,2.79175
gps,2005-03-27 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.047182
gps,2005-03-27 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.418444
gps,2005-03-27 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.458528
gps,2005-03-27 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549232
gps,2005-03-27 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.61632
gps,2005-03-27 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.725583
gps,2005-03-27 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.834962
gps,2005-03-27 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.01167
gps,2005-03-27 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.383336
solar,2005-03-27 00:00:00.000,,,,,,f107_observed,78.4
solar,2005-03-27 00:00:00.000,,,,,,sunspot_number,36.0
tidal_ephemeris,2005-03-27 00:00:00.000,,,,,,tidal_potential,-0.13659
tidal_ephemeris,2005-03-27 00:00:00.000,,,,,,lunar_phase,0.53487
seismic,2005-03-27 22:08:49.940,35.0098333,-88.1808333,3.11,1.3,,,
geomagnetic,2005-03-28 00:00:00.000,,,,,,ap,4.0
geomagnetic,2005-03-28 00:00:00.000,,,,,,kp,1.08325
gps,2005-03-28 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.419288
gps,2005-03-28 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.613798
gps,2005-03-28 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.017686
solar,2005-03-28 00:00:00.000,,,,,,f107_observed,79.7
solar,2005-03-28 00:00:00.000,,,,,,sunspot_number,16.0
tidal_ephemeris,2005-03-28 00:00:00.000,,,,,,tidal_potential,0.08517
tidal_ephemeris,2005-03-28 00:00:00.000,,,,,,lunar_phase,0.56582
seismic,2005-03-28 16:39:38.500,43.319,-79.2841667,7.11,2.78,,,
geomagnetic,2005-03-29 00:00:00.000,,,,,,ap,4.0
geomagnetic,2005-03-29 00:00:00.000,,,,,,kp,0.91675
gps,2005-03-29 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.046862
gps,2005-03-29 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.420193
gps,2005-03-29 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.457215
gps,2005-03-29 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.548611
gps,2005-03-29 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.615628
gps,2005-03-29 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.72437
gps,2005-03-29 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.838063
gps,2005-03-29 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.017296
gps,2005-03-29 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.372703
solar,2005-03-29 00:00:00.000,,,,,,f107_observed,78.8
solar,2005-03-29 00:00:00.000,,,,,,sunspot_number,15.0
tidal_ephemeris,2005-03-29 00:00:00.000,,,,,,tidal_potential,0.29441
tidal_ephemeris,2005-03-29 00:00:00.000,,,,,,lunar_phase,0.59892
seismic,2005-03-29 07:58:42.830,36.5758333,-89.5956667,8.28,1.6,,,
geomagnetic,2005-03-30 00:00:00.000,,,,,,ap,7.0
geomagnetic,2005-03-30 00:00:00.000,,,,,,kp,1.7085
gps,2005-03-30 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.046791
gps,2005-03-30 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.419043
gps,2005-03-30 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.457508
gps,2005-03-30 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549086
gps,2005-03-30 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.615801
gps,2005-03-30 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.725043
gps,2005-03-30 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.839332
gps,2005-03-30 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.015287
gps,2005-03-30 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.380031
solar,2005-03-30 00:00:00.000,,,,,,f107_observed,77.6
solar,2005-03-30 00:00:00.000,,,,,,sunspot_number,11.0
tidal_ephemeris,2005-03-30 00:00:00.000,,,,,,tidal_potential,0.48677
tidal_ephemeris,2005-03-30 00:00:00.000,,,,,,lunar_phase,0.63468
geomagnetic,2005-03-31 00:00:00.000,,,,,,ap,9.0
geomagnetic,2005-03-31 00:00:00.000,,,,,,kp,2.08325
gps,2005-03-31 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.046831
gps,2005-03-31 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.418933
gps,2005-03-31 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.461114
gps,2005-03-31 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549836
gps,2005-03-31 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.615834
gps,2005-03-31 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.724598
gps,2005-03-31 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.833151
gps,2005-03-31 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.014677
gps,2005-03-31 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.3822
solar,2005-03-31 00:00:00.000,,,,,,f107_observed,76.7
solar,2005-03-31 00:00:00.000,,,,,,sunspot_number,24.0
tidal_ephemeris,2005-03-31 00:00:00.000,,,,,,tidal_potential,0.65974
tidal_ephemeris,2005-03-31 00:00:00.000,,,,,,lunar_phase,0.6732
seismic,2005-03-31 15:13:08.000,46.28,-75.64,18.0,3.4,,,
seismic,2005-03-31 15:23:41.900,36.2793333,-89.5153333,5.64,1.5,,,
geomagnetic,2005-04-01 00:00:00.000,,,,,,ap,5.0
geomagnetic,2005-04-01 00:00:00.000,,,,,,kp,1.291625
gps,2005-04-01 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.049454
gps,2005-04-01 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.417521
gps,2005-04-01 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.459989
gps,2005-04-01 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549915
gps,2005-04-01 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.617416
gps,2005-04-01 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.72561
gps,2005-04-01 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.832376
gps,2005-04-01 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.015405
gps,2005-04-01 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.377049
solar,2005-04-01 00:00:00.000,,,,,,f107_observed,78.3
solar,2005-04-01 00:00:00.000,,,,,,sunspot_number,26.0
tidal_ephemeris,2005-04-01 00:00:00.000,,,,,,tidal_potential,0.811
tidal_ephemeris,2005-04-01 00:00:00.000,,,,,,lunar_phase,0.71396
geomagnetic,2005-04-02 00:00:00.000,,,,,,ap,3.0
geomagnetic,2005-04-02 00:00:00.000,,,,,,kp,0.666625
gps,2005-04-02 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.047741
gps,2005-04-02 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.419241
gps,2005-04-02 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.55184
gps,2005-04-02 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.617272
gps,2005-04-02 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.831011
gps,2005-04-02 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.010793
solar,2005-04-02 00:00:00.000,,,,,,f107_observed,80.2
solar,2005-04-02 00:00:00.000,,,,,,sunspot_number,32.0
tidal_ephemeris,2005-04-02 00:00:00.000,,,,,,tidal_potential,0.93664
tidal_ephemeris,2005-04-02 00:00:00.000,,,,,,lunar_phase,0.75575
geomagnetic,2005-04-03 00:00:00.000,,,,,,ap,5.0
geomagnetic,2005-04-03 00:00:00.000,,,,,,kp,1.3335
gps,2005-04-03 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.047495
gps,2005-04-03 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549062
gps,2005-04-03 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.829908
solar,2005-04-03 00:00:00.000,,,,,,f107_observed,81.1
solar,2005-04-03 00:00:00.000,,,,,,sunspot_number,45.0
tidal_ephemeris,2005-04-03 00:00:00.000,,,,,,tidal_potential,1.02985
tidal_ephemeris,2005-04-03 00:00:00.000,,,,,,lunar_phase,0.79705
geomagnetic,2005-04-04 00:00:00.000,,,,,,ap,26.0
geomagnetic,2005-04-04 00:00:00.000,,,,,,kp,3.291625
gps,2005-04-04 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.048317
gps,2005-04-04 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.548606
gps,2005-04-04 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.835571
solar,2005-04-04 00:00:00.000,,,,,,f107_observed,84.8
solar,2005-04-04 00:00:00.000,,,,,,sunspot_number,53.0
tidal_ephemeris,2005-04-04 00:00:00.000,,,,,,tidal_potential,1.08076
tidal_ephemeris,2005-04-04 00:00:00.000,,,,,,lunar_phase,0.83656
seismic,2005-04-04 11:19:26.530,36.5138333,-89.5361667,5.41,1.6,,,
seismic,2005-04-04 13:23:39.740,36.4933333,-84.293,4.2,2.3,,,
geomagnetic,2005-04-05 00:00:00.000,,,,,,ap,50.0
geomagnetic,2005-04-05 00:00:00.000,,,,,,kp,4.5
gps,2005-04-05 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.045703
gps,2005-04-05 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549403
gps,2005-04-05 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.835403
solar,2005-04-05 00:00:00.000,,,,,,f107_observed,88.3
solar,2005-04-05 00:00:00.000,,,,,,sunspot_number,56.0
tidal_ephemeris,2005-04-05 00:00:00.000,,,,,,tidal_potential,1.07784
tidal_ephemeris,2005-04-05 00:00:00.000,,,,,,lunar_phase,0.87369
seismic,2005-04-05 03:54:56.190,36.1705,-84.8328333,10.32,2.0,,,
seismic,2005-04-05 05:46:59.830,36.5401667,-89.6605,6.07,1.5,,,
seismic,2005-04-05 20:37:42.570,36.1465,-83.6933333,10.0,2.9,,,
seismic,2005-04-05 22:01:01.610,41.657,-70.8963333,14.62,2.23,,,
geomagnetic,2005-04-06 00:00:00.000,,,,,,ap,10.0
geomagnetic,2005-04-06 00:00:00.000,,,,,,kp,2.3751249999999997
gps,2005-04-06 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.047494
gps,2005-04-06 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.419538
gps,2005-04-06 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549072
gps,2005-04-06 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.615914
gps,2005-04-06 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.836818
gps,2005-04-06 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.013231
solar,2005-04-06 00:00:00.000,,,,,,f107_observed,88.0
solar,2005-04-06 00:00:00.000,,,,,,sunspot_number,46.0
tidal_ephemeris,2005-04-06 00:00:00.000,,,,,,tidal_potential,1.01084
tidal_ephemeris,2005-04-06 00:00:00.000,,,,,,lunar_phase,0.9085
seismic,2005-04-06 06:59:30.970,36.5988333,-89.582,5.71,1.6,,,
geomagnetic,2005-04-07 00:00:00.000,,,,,,ap,6.0
geomagnetic,2005-04-07 00:00:00.000,,,,,,kp,1.66675
gps,2005-04-07 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.046597
gps,2005-04-07 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.419692
gps,2005-04-07 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.551005
gps,2005-04-07 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.617307
gps,2005-04-07 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.833233
gps,2005-04-07 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.012355
solar,2005-04-07 00:00:00.000,,,,,,f107_observed,87.8
solar,2005-04-07 00:00:00.000,,,,,,sunspot_number,45.0
tidal_ephemeris,2005-04-07 00:00:00.000,,,,,,tidal_potential,0.87449
tidal_ephemeris,2005-04-07 00:00:00.000,,,,,,lunar_phase,0.94149
geomagnetic,2005-04-08 00:00:00.000,,,,,,ap,3.0
geomagnetic,2005-04-08 00:00:00.000,,,,,,kp,0.7498750000000001
gps,2005-04-08 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.04553
gps,2005-04-08 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.421487
gps,2005-04-08 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.550254
gps,2005-04-08 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.616481
gps,2005-04-08 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.82807
gps,2005-04-08 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.008122
solar,2005-04-08 00:00:00.000,,,,,,f107_observed,87.7
solar,2005-04-08 00:00:00.000,,,,,,sunspot_number,43.0
tidal_ephemeris,2005-04-08 00:00:00.000,,,,,,tidal_potential,0.67157
tidal_ephemeris,2005-04-08 00:00:00.000,,,,,,lunar_phase,0.97338
seismic,2005-04-08 04:32:38.000,46.26,-73.45,18.0,3.4,,,
geomagnetic,2005-04-09 00:00:00.000,,,,,,ap,3.0
geomagnetic,2005-04-09 00:00:00.000,,,,,,kp,0.6248750000000001
gps,2005-04-09 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.045022
gps,2005-04-09 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.421042
gps,2005-04-09 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549636
gps,2005-04-09 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.616078
gps,2005-04-09 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.831327
gps,2005-04-09 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.010867
solar,2005-04-09 00:00:00.000,,,,,,f107_observed,88.4
solar,2005-04-09 00:00:00.000,,,,,,sunspot_number,43.0
tidal_ephemeris,2005-04-09 00:00:00.000,,,,,,tidal_potential,0.41402
tidal_ephemeris,2005-04-09 00:00:00.000,,,,,,lunar_phase,0.00492
seismic,2005-04-09 23:18:13.990,36.549,-89.6928333,9.21,1.4,,,
geomagnetic,2005-04-10 00:00:00.000,,,,,,ap,2.0
geomagnetic,2005-04-10 00:00:00.000,,,,,,kp,0.499875
gps,2005-04-10 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.045415
gps,2005-04-10 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.42174
gps,2005-04-10 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.55055
gps,2005-04-10 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.616515
gps,2005-04-10 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.832276
gps,2005-04-10 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.009491
solar,2005-04-10 00:00:00.000,,,,,,f107_observed,88.3
solar,2005-04-10 00:00:00.000,,,,,,sunspot_number,43.0
tidal_ephemeris,2005-04-10 00:00:00.000,,,,,,tidal_potential,0.12133
tidal_ephemeris,2005-04-10 00:00:00.000,,,,,,lunar_phase,0.03677
seismic,2005-04-10 00:27:08.110,39.8475,-75.5156667,8.74,1.3,,,
seismic,2005-04-10 03:06:50.190,43.8196667,-71.1123333,0.37,1.2,,,
geomagnetic,2005-04-11 00:00:00.000,,,,,,ap,11.0
geomagnetic,2005-04-11 00:00:00.000,,,,,,kp,1.958375
gps,2005-04-11 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.045996
gps,2005-04-11 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.420618
gps,2005-04-11 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.550261
gps,2005-04-11 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.617093
gps,2005-04-11 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.826417
gps,2005-04-11 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.009123
solar,2005-04-11 00:00:00.000,,,,,,f107_observed,87.5
solar,2005-04-11 00:00:00.000,,,,,,sunspot_number,21.0
tidal_ephemeris,2005-04-11 00:00:00.000,,,,,,tidal_potential,-0.18304
tidal_ephemeris,2005-04-11 00:00:00.000,,,,,,lunar_phase,0.06945
geomagnetic,2005-04-12 00:00:00.000,,,,,,ap,30.0
geomagnetic,2005-04-12 00:00:00.000,,,,,,kp,4.0415
gps,2005-04-12 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.047467
gps,2005-04-12 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.420279
gps,2005-04-12 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.550389
gps,2005-04-12 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.617239
gps,2005-04-12 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.82628
gps,2005-04-12 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.009655
solar,2005-04-12 00:00:00.000,,,,,,f107_observed,84.9
solar,2005-04-12 00:00:00.000,,,,,,sunspot_number,34.0
tidal_ephemeris,2005-04-12 00:00:00.000,,,,,,tidal_potential,-0.47562
tidal_ephemeris,2005-04-12 00:00:00.000,,,,,,lunar_phase,0.10323
seismic,2005-04-12 06:42:21.050,36.2423333,-89.4888333,7.59,1.6,,,
geomagnetic,2005-04-13 00:00:00.000,,,,,,ap,30.0
geomagnetic,2005-04-13 00:00:00.000,,,,,,kp,4.125
gps,2005-04-13 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.047383
gps,2005-04-13 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.420003
gps,2005-04-13 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.550239
gps,2005-04-13 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.615913
gps,2005-04-13 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.829313
gps,2005-04-13 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.011636
solar,2005-04-13 00:00:00.000,,,,,,f107_observed,83.5
solar,2005-04-13 00:00:00.000,,,,,,sunspot_number,46.0
tidal_ephemeris,2005-04-13 00:00:00.000,,,,,,tidal_potential,-0.73608
tidal_ephemeris,2005-04-13 00:00:00.000,,,,,,lunar_phase,0.13804
geomagnetic,2005-04-14 00:00:00.000,,,,,,ap,16.0
geomagnetic,2005-04-14 00:00:00.000,,,,,,kp,2.9998750000000003
gps,2005-04-14 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.047654
gps,2005-04-14 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.420272
gps,2005-04-14 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549442
gps,2005-04-14 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.616328
gps,2005-04-14 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.824933
gps,2005-04-14 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.009287
solar,2005-04-14 00:00:00.000,,,,,,f107_observed,85.4
solar,2005-04-14 00:00:00.000,,,,,,sunspot_number,56.0
tidal_ephemeris,2005-04-14 00:00:00.000,,,,,,tidal_potential,-0.94865
tidal_ephemeris,2005-04-14 00:00:00.000,,,,,,lunar_phase,0.17349
seismic,2005-04-14 15:38:15.740,35.4675,-84.091,15.52,2.8,,,
seismic,2005-04-14 21:10:21.050,36.551,-89.6453333,6.96,1.6,,,
geomagnetic,2005-04-15 00:00:00.000,,,,,,ap,13.0
geomagnetic,2005-04-15 00:00:00.000,,,,,,kp,2.7085
gps,2005-04-15 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.046917
